,Opportunity_cost
0,11.19917965831726
1,9.69826073536823
2,9.906019880535808
3,9.906019983650971
4,8.774718032875732
5,8.76840862925188
6,5.455775992528757
7,3.056254565234383
8,0.807853422074345
9,0.0023297373848549796
10,0.0023297373848549796
11,0.0023297373848549796
12,0.0023297373848549796
13,0.0023297373848549796
14,0.0023297373848549796
15,0.0023297373848549796
16,0.0023297373848549796
17,0.0023297373848549796
18,0.015880928669695038
19,0.015880928669695038
20,0.015880928669695038
21,0.015880928669695038
22,0.015880928669695038
23,0.015880928669695038
24,0.015880928669695038
25,0.015880928669695038
26,0.050605495623607055
27,0.015880928669695038
28,0.015880928669695038
29,0.015880928669695038
30,0.015880928669695038
31,0.015880928669695038
32,0.015880928669695038
33,0.015880928669695038
34,0.015880928669695038
35,0.015880928669695038
36,0.015880928669695038
37,0.015880928669695038
38,0.015880928669695038
39,0.015880928669695038
40,0.015880928669695038
41,0.015880928669695038
42,0.015880928669695038
43,0.015880928669695038
44,0.015880928669695038
