,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,0.1144,0,0.0,0.0,0.0
1,0.0,0.0,0.1123,0,0.0,0.0,0.0
2,0.0,0.0,0.50620002,1,0.0,0.0,0.0
3,0.0,0.0,0.1142,0,0.0,0.0,0.0
4,0.0,0.0,0.3075,1,0.0,0.0,0.0
5,0.0,0.0,0.40869999,1,0.0,0.0,0.0
6,0.0,0.0,0.0976,0,0.0,0.0,0.0
7,0.0,0.0,0.1123,0,0.0,0.0,0.0
8,0.0,0.0,0.83700001,0,0.0,0.0,0.0
9,0.0,0.0,0.0931,0,0.0,0.0,0.0
10,0.0,0.0,0.1145,1,0.0,0.0,0.0
11,0.0,0.0,0.1125,0,0.0,0.0,0.0
12,0.0,0.0,0.1112,1,0.0,0.0,0.0
13,0.0,0.0,0.1076,0,0.0,0.0,0.0
14,0.0,0.0,0.096,1,0.0,0.0,0.0
15,0.0,-0.45174999833106994,0.11240000277757645,0,0.0,0.45174999833106994,0.0
16,0.0,-0.19023000150918962,0.11460000276565552,1,0.0,0.19023000150918962,0.0
17,0.0,-0.10751999914646149,0.09989999979734421,0,0.0,0.10751999914646149,0.0
18,0.0,-0.4203100025653839,0.20319999754428864,1,0.0,0.4203100025653839,0.0
19,0.0,-0.43843000531196596,0.9096999764442444,1,0.0,0.43843000531196596,0.0
20,0.0,-0.8931099951267243,0.1111999973654747,1,0.0,0.8931099951267243,0.0
21,0.0,-0.8937399983406067,0.09560000151395798,1,0.0,0.8937399983406067,0.0
22,0.0,-0.9014100074768067,0.8845000267028809,1,0.0,0.9014100074768067,0.0
23,0.0,-0.933490002155304,0.11089999973773956,1,0.0,0.933490002155304,0.0
24,0.0,-0.9384199917316437,0.11630000174045563,1,0.0,0.9384199917316437,0.0
25,0.0,-0.9421500027179718,0.3831000030040741,1,0.0,0.9421500027179718,0.0
