,Opportunity_cost
0,7.433406433980437
1,0.26512438758414447
2,0.2651244168226441
3,0.2651244168226654
4,0.2651244168226654
5,0.2651244168226654
6,0.2651244168226725
7,0.2651244168226725
8,0.2651244168226725
9,0.2651244168226725
10,0.2651244168226725
11,0.2651244168226725
12,0.2651244168226725
13,0.2651244168226725
14,0.2651244168226725
15,0.2651244168226725
16,0.2651244168226725
17,0.2651244168226725
18,0.2651244168226725
19,0.2651244168226725
20,0.2651244168226725
21,0.2651244168226725
22,0.2651244168226725
23,0.2651244168226725
24,0.2651244168226725
25,0.2651244168226725
26,0.2651244168226725
27,0.2651244168226725
28,0.2651244168226725
29,0.2651244168226725
30,0.2651244168226725
31,0.2651244168226725
32,0.2651244168226725
33,0.2651244168226725
34,0.2651244168226725
35,0.2651244168226725
36,0.2651244168226725
37,0.2651244168226725
38,0.2651244168226725
39,0.2651244168226725
40,0.2651244168226725
41,0.2651244168226725
42,0.2651244168226725
43,0.2651244168226725
44,0.2651244168226725
