,Opportunity_cost,Y,C_bool,recommended_val,optimum
0,0.0,68.62608115424332,0,0.0,0.0
1,0.0,176.62326699575237,0,0.0,0.0
2,0.0,73.12529809683868,0,0.0,0.0
3,0.0,95.62526794211207,0,0.0,0.0
4,0.0,271.126205308072,0,0.0,0.0
5,0.0,176.62532757269722,1,0.0,0.0
6,0.0,208.123926287514,0,0.0,0.0
7,0.0,122.62620213947189,0,0.0,0.0
8,0.0,131.62622622482652,0,0.0,0.0
9,0.0,172.12586315856606,1,0.0,0.0
10,92.16348554128058,240.78357185454496,0,176.625,268.7884855412806
11,92.16348554128058,284.3892413571848,0,176.625,268.7884855412806
12,92.16350467124698,235.33719887707088,0,176.625,268.788504671247
13,92.16350467124698,225.15452172238037,0,176.625,268.788504671247
14,92.16350467124698,202.02803933260995,0,176.625,268.788504671247
15,92.16350467124698,240.28098475053935,1,176.625,268.788504671247
