,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,-21.21452367125748,0,0.0,0.0,0.0
1,0.0,0.0,-38.943841805840506,0,0.0,0.0,0.0
2,0.0,0.0,-24.105634127660828,0,0.0,0.0,0.0
3,0.0,0.0,-14.095559236122936,1,0.0,0.0,0.0
4,0.0,0.0,-8.984526597280606,1,0.0,0.0,0.0
5,0.0,0.0,-8.07975175413678,0,0.0,0.0,0.0
6,0.0,0.0,-22.349515230733942,1,0.0,0.0,0.0
7,0.0,0.0,-11.431299779187821,0,0.0,0.0,0.0
8,0.0,0.0,-13.53661731010111,1,0.0,0.0,0.0
9,0.0,0.0,-28.379260652008156,1,0.0,0.0,0.0
10,-0.0,-11.575224248100172,-15.999985345785541,0,-0.0,-11.575224248100172,-3.8257256711336547
11,-0.0,-13.612796686496747,-26.22760099873026,1,-0.0,-13.612796686496747,-3.8257256711336547
12,-0.0,-7.488184630340267,-18.282409262471678,1,-0.0,-7.488184630340267,-3.8257256711336547
13,-0.0,-8.437205153478125,-15.68720519519552,1,-0.0,-8.437205153478125,-3.8257256711336547
14,-0.0,-5.747734828655353,-4.138197352326653,1,-0.0,-5.747734828655353,-3.8257256711336547
15,-0.0,-3.949550270520027,-9.987446691191222,1,-0.0,-3.949550270520027,-3.8257256711336547
16,-0.0,-27.498970122355594,-32.23801243118782,1,-0.0,-27.498970122355594,-3.8257256711336547
17,-0.0,-4.0177770630255205,-6.015975961820563,0,-0.0,-4.0177770630255205,-3.825725671133654
