,Opportunity_cost
0,268.7885045911855
1,47.03717626897753
2,47.03717626897753
3,32.143086688859626
4,32.143086688859626
5,32.143086688859626
6,32.143086688859626
7,5.5868169685167
8,0.1942990707076433
9,0.1942990707076433
10,0.1942990707076433
11,0.1942990707076433
12,0.1942990707076433
13,0.1942990707076433
14,0.1942990707076433
15,0.1942990707076433
16,0.1942990707076433
17,0.1942990707076433
18,0.1942990707076433
19,0.1942990707076433
20,0.1942990707076433
21,0.1942990707076433
22,0.1942990707076433
23,0.1942990707076433
24,0.1942990707076433
25,0.1942990707076433
26,0.1942990707076433
27,0.1942990707076433
28,0.1942990707076433
29,0.1942990707076433
30,0.1942990707076433
31,0.1942990707076433
32,0.1942990707076433
33,0.1942990707076433
34,0.1942990707076433
