,X1,X2,Opportunity_cost,Y,C_bool
0,4.750000000000002,11.25,0.0,42.16660971634838,0
1,-1.25,3.75,0.0,252.8090361191439,0
2,-2.7499999999999996,9.750000000000002,0.0,190.8202092082134,1
3,3.25,12.750000000000002,0.0,49.84261697694261,0
4,1.75,8.25,0.0,112.47124384251893,0
5,-4.25,0.75,0.0,407.1922915928049,0
6,6.25,6.75,0.0,80.832844039679,0
7,7.750000000000002,5.250000000000001,0.0,101.0782557799654,0
8,0.2500000000000009,14.25,0.0,95.45185415516835,0
9,9.25,2.2500000000000004,0.0,163.11156882841223,1
10,-2.4873991137352744,6.013822730836578,74.39622634581329,236.84537278585762,0
11,-2.807422674124665,9.63776399590474,75.99651739777974,194.793856911284,1
12,-0.8814071734707616,4.616284339024484,74.04021580083514,227.02154303211412,0
13,-4.556631264410349,5.831592462482071,74.07317651663419,295.7530346156041,0
14,0.0072094145039028334,1.2563770662217713,76.00485415061533,288.41726816804595,0
15,1.0976789320383593,0.04777632539776461,74.31071782334487,303.6150787388692,0
16,3.0305717900254705,0.0021655495453387864,76.00485415061533,273.4819765269066,0
17,3.0857658910013233,0.2902825374497679,4.606083525817439,265.2737997625745,1
18,3.0415749531791514,0.2932155640130927,2.3508883893023835,263.8692822924051,1
19,3.3019651804793804,0.627395599550442,2.2472238666565545,250.8858236241131,1
20,2.759083439179025,0.5044353202891445,1.3571746471958477,261.83679635469,0
21,3.1910200856499684,0.11612343529809924,0.8960529916899418,265.79395022430816,1
22,2.5060860090639707,0.6689218839524905,0.2547395698093169,262.2373902286184,0
23,2.5069584461996195,0.6701086045604167,0.10478344692455721,261.7158995348886,0
24,3.0987156340212274,0.17007128109000522,0.1037014454585119,267.6668927615133,1
25,3.2440973042658157,0.06514550521113274,0.09600570298357525,268.093519052276,1
26,3.2469916192700365,0.062395271217751735,0.05173166734732604,268.5031514680389,1
27,2.5137557362348777,0.6831079222993058,0.04005187235696894,260.25966058293153,0
28,2.80518680325799,0.0006017907029841554,0.03916899107190375,277.76363097840516,0
29,3.258618792566492,0.056419802046174417,0.031694954631575456,269.0568961591336,1
30,5.784666757870766,0.0,0.025763157585629415,241.52285016058758,0
31,3.2582737006386764,0.05641698156514781,0.026957746892321666,268.5483971161608,1
32,-2.659671853360692,13.040851168313152,0.026624431300149354,163.9796152212497,0
33,3.258095554257113,0.056416242505737284,0.02394534085073019,268.4127366494013,1
34,3.257974432351318,0.05641597481954996,0.022892398790077095,268.73315608199107,1
35,3.257887277430599,0.05641618057281806,0.02138663861404666,267.99376830437103,1
36,3.2578219928644625,0.05641567163002593,0.020827812240099774,270.7810111498632,1
37,3.257769797575132,0.056414786933552945,0.018491961934898882,268.19040339065896,1
38,3.257728090482509,0.05641330112706589,0.01949074264621231,268.4005187222609,1
39,3.2576922394711323,0.05641291485540899,0.017346288546434607,269.0169199269033,1
40,3.257660239437087,0.05641271318610789,0.017669102344257226,268.9196291516617,1
41,3.257634746739419,0.056411767033529354,0.014945723732353144,268.44552473553233,1
42,3.2576102362146004,0.05641148300432546,0.01682455440601416,267.790286273221,1
43,9.999999112316827,0.0,0.017847179163823057,223.3941761624454,0
44,3.2575894167974386,0.05641036375705113,0.017532982337343128,269.19739407886516,1
45,3.2575717225750895,0.05640955914489144,0.012497539472519748,269.21962829384063,1
46,9.247848753371049,2.249660318722516,0.013243443734666016,164.03832183069386,1
47,3.2575546214516073,0.05640893498554682,0.013843287798351867,269.3232528370439,1
48,9.590618735245728,0.0,0.011634446501261664,225.65350970698992,0
49,3.2575394334823446,0.056408883875614955,0.015017237300526176,269.6294572911052,1
