,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,154.1303381091228,0,0.0,0.0,0.0
1,0.0,0.0,136.12408026700993,0,0.0,0.0,0.0
2,0.0,0.0,109.14413820387568,0,0.0,0.0,0.0
3,0.0,0.0,406.1283079712965,0,0.0,0.0,0.0
4,0.0,0.0,190.13641942519376,0,0.0,0.0,0.0
5,0.0,0.0,289.11370404840693,0,0.0,0.0,0.0
6,0.0,0.0,140.61649947622806,0,0.0,0.0,0.0
7,0.0,0.0,50.63460820004092,0,0.0,0.0,0.0
8,0.0,0.0,14.622825818249153,0,0.0,0.0,0.0
9,0.0,0.0,5.626585148843523,0,0.0,0.0,0.0
10,0.0,0.0,260.3388959306657,0,0.0,0.0,268.78848257441916
11,0.0,0.0,153.61524052538752,0,0.0,0.0,268.7885010722384
12,0.0,0.0,233.58878147117684,0,0.0,0.0,268.7885010722384
13,0.0,0.0,248.7613968461777,0,0.0,0.0,268.78850465475466
14,0.0,222.77361305214845,226.7178999420983,1,0.0,222.77361305214845,268.78850465475466
15,226.70939973977693,237.4579682439591,237.46307106916882,1,0.0,237.4579682439591,268.78850465475466
16,237.45443108150485,249.86961386410673,287.98283837508836,0,0.0,249.86961386410673,268.78850465475466
17,237.45443108150485,252.2655692344861,257.4566748393384,1,0.0,252.2655692344861,268.78850465475466
18,257.45953660265644,261.8383432343659,223.39723249955006,0,0.0,261.8383432343659,268.78850465475466
19,257.45953660265644,262.46666980259363,264.4766107922862,1,0.0,262.46666980259363,268.78850465475466
20,264.4625552398582,266.32660635144083,295.72289960385706,0,0.0,266.32660635144083,268.7885046712469
21,264.4625552398582,266.9525844726019,238.4303060739879,0,0.0,266.9525844726019,268.7885046712469
22,264.4625552398582,266.92560073056086,268.37858839701516,1,0.0,266.92560073056086,268.7885046712469
23,268.3780060422734,268.67682203716527,268.6675827561429,1,0.0,268.67682203716527,268.7885046712469
24,268.67796898457976,268.78253001286123,268.65784159557535,1,0.0,268.78253001286123,268.7885046712469
25,268.67796898457976,268.78419512705216,50.618547796730915,0,0.0,268.78419512705216,268.7885046712469
26,268.67796898457976,268.78421470781996,268.22311826415137,1,0.0,268.78421470781996,268.7885046712469
27,268.67796898457976,268.78448484629644,289.1199550990901,0,0.0,268.78448484629644,268.788504671247
