,Opportunity_cost,Y,C_bool,recommended_val,optimum
0,0.0,-16.214896615412734,0,0.0,0.0
1,0.0,-33.94425373983955,0,0.0,0.0
2,0.0,-19.099305341431087,0,0.0,0.0
3,0.0,-9.089615719742406,1,0.0,0.0
4,0.0,-3.979562790606903,1,0.0,0.0
5,0.0,-3.071133042825684,0,0.0,0.0
6,0.0,-17.34370641371069,1,0.0,0.0
7,0.0,-6.4192301292445215,0,0.0,0.0
8,0.0,-8.525283439364093,1,0.0,0.0
9,0.0,-23.384689435189724,1,0.0,0.0
10,1.17427432886634,-21.249351501000017,1,-0.0,1.17427432886634
11,1.1742743288663462,-7.228456415567869,0,-0.0,1.1742743288663462
12,1.1742743288663462,-6.8770473850150475,1,-0.0,1.1742743288663462
13,1.1742743288663462,-10.236638532167905,1,-0.0,1.1742743288663462
14,1.1742743288663462,0.46433106354734727,0,-0.0,1.1742743288663462
15,1.1742743288663462,0.9638488944330706,0,-0.0,1.1742743288663462
