,Y,C,C_bool,OC
0,-1.184328295200344,5.494860729502145,0,0.0
1,-1.8678912818749263,7.06092349692346,0,0.0
2,-1.9084235099686742,7.188690258307053,0,0.0
3,-1.4029065021205074,5.9675716192710215,0,0.0
4,-1.9296075876629828,7.521789945249079,0,0.0
5,-2.400182962919424,7.193323212773276,0,0.0
6,-0.9382960306047865,5.530751331899726,0,0.0
7,-1.6356195490892103,8.267627419874476,0,0.0
8,-0.9650094571163492,5.629139343949139,0,0.0
9,-2.3684792928465384,7.150914326520471,0,0.0
10,-2.1445375479384183,6.339877481890041,0,0.0
11,-4.163637101204972,10.042118748479343,0,0.0
12,-0.35312820360798597,5.990828030895998,0,0.0
13,-2.408809774184723,7.193323212773276,0,0.0
14,-1.0372378856832123,8.110145593601237,0,0.0
15,-2.3557242243796197,7.369527292769935,0,0.0
16,-1.882428404839599,7.440421069863032,0,0.0
17,-0.9022615445687601,7.206134977515044,0,0.0
18,-0.8031437566343297,5.465550059982109,0,0.0
19,-1.1456059912456569,6.295874925350647,0,0.0
20,-0.9585963550918832,7.127147969704753,0,0.0
21,-1.6835006834739092,7.48495504578802,0,0.0
22,-2.6983935782195276,9.080201848571061,0,0.0
23,-2.5677315118315,7.039899530300473,0,0.0
24,-0.23327316374418014,6.366826404286887,0,0.0
25,-2.4586681603244225,8.153416140159012,0,0.0
26,-2.1604998411406595,6.414974766590404,0,0.0
27,0.7841339710455312,5.961818082276023,0,0.0
28,-2.1357221689289547,6.359991287763762,0,0.0
29,-2.405892106259438,7.193323212773276,0,0.0
30,-4.099970825922481,11.61421286987261,0,0.0
31,-2.3734552811860135,7.150914326520471,0,0.0
32,-1.1377686297945255,6.205760537526398,0,0.0
33,-0.525346985338811,5.2154795829692455,0,0.0
