4.823763200103602100e-02,6.836165650847119135e-01,8.000000000000000000e+00,5.000000000000000000e+00
2.862185631919186846e-01,7.714541629583454574e-01,9.000000000000000000e+00,9.000000000000000000e+00
7.137566833629175322e-01,4.675683870556952837e-02,8.000000000000000000e+00,7.000000000000000000e+00
2.140008741679029491e-02,7.381558915873699667e-02,6.000000000000000000e+00,8.000000000000000000e+00
2.038635376147646394e-01,5.987960935135034912e-01,1.100000000000000000e+01,7.000000000000000000e+00
5.026552412842303502e-02,7.052265026464921149e-01,8.000000000000000000e+00,1.000000000000000000e+01
2.992491750249706706e-01,1.492668026899108824e-01,6.000000000000000000e+00,8.000000000000000000e+00
6.572711916784529373e-01,6.086159387557782408e-01,5.000000000000000000e+00,1.100000000000000000e+01
3.050332493045100346e-01,1.493424781358744513e-01,8.000000000000000000e+00,8.000000000000000000e+00
5.777553634564127627e-01,4.571148970574923642e-01,6.000000000000000000e+00,7.000000000000000000e+00
6.887524506647453582e-02,9.704606460587864580e-01,1.000000000000000000e+01,9.000000000000000000e+00
8.587304391531574987e-01,8.350839662287388165e-01,5.000000000000000000e+00,1.000000000000000000e+01
1.319081140592302526e-01,6.849956357173876409e-01,5.000000000000000000e+00,1.200000000000000000e+01
1.763434149439033760e-01,4.581709385494040498e-01,6.000000000000000000e+00,7.000000000000000000e+00
4.909702543278942066e-01,9.076058843603532766e-01,1.100000000000000000e+01,5.000000000000000000e+00
8.550626481126413214e-01,7.252418124351933670e-01,1.000000000000000000e+01,8.000000000000000000e+00
7.513543971569931479e-01,2.079495883911903955e-03,1.100000000000000000e+01,1.000000000000000000e+01
9.607802740956660204e-01,6.661999574769269516e-01,1.100000000000000000e+01,9.000000000000000000e+00
7.517095272576972409e-01,5.729585802118198901e-01,7.000000000000000000e+00,1.000000000000000000e+01
3.804075317692281466e-01,4.742154703405269678e-01,9.000000000000000000e+00,9.000000000000000000e+00
4.046311461492952399e-01,4.317579461336367719e-01,9.000000000000000000e+00,7.000000000000000000e+00
7.062268236056339354e-01,3.596763608531035605e-01,7.000000000000000000e+00,9.000000000000000000e+00
2.679630749464024242e-01,2.813018394597028293e-01,8.000000000000000000e+00,1.000000000000000000e+01
8.455618432714305799e-01,7.643052455250100019e-01,7.000000000000000000e+00,9.000000000000000000e+00
9.040323299156874937e-01,7.086605482658452360e-01,6.000000000000000000e+00,5.000000000000000000e+00
7.531485089679601508e-01,1.612026055992079043e-01,1.000000000000000000e+01,7.000000000000000000e+00
5.115018523804855111e-01,7.531006952642318453e-01,1.000000000000000000e+01,8.000000000000000000e+00
1.661574075692922592e-01,7.779698869514971582e-01,5.000000000000000000e+00,7.000000000000000000e+00
2.957053686927770264e-01,7.312205309001181819e-01,7.000000000000000000e+00,6.000000000000000000e+00
2.811036145803275099e-01,2.265135210982560654e-01,7.000000000000000000e+00,1.000000000000000000e+01
3.239404508515536518e-01,3.269093665332162835e-01,1.100000000000000000e+01,5.000000000000000000e+00
4.555389304550462870e-01,2.733708986466910074e-01,9.000000000000000000e+00,8.000000000000000000e+00
5.389246758630612533e-01,8.886224238952591392e-01,8.000000000000000000e+00,5.000000000000000000e+00
2.152268610621247136e-01,9.158713666959175104e-01,7.000000000000000000e+00,7.000000000000000000e+00
7.918696436695866758e-01,6.123898095767641436e-01,9.000000000000000000e+00,1.200000000000000000e+01
7.194176048035700877e-01,1.379105478273253416e-01,1.100000000000000000e+01,1.200000000000000000e+01
8.407997862573047820e-01,1.361537846624142900e-01,1.200000000000000000e+01,8.000000000000000000e+00
2.648465865362515936e-01,3.622093114616064535e-01,5.000000000000000000e+00,6.000000000000000000e+00
6.086764640369503043e-01,1.143148423612166675e-01,9.000000000000000000e+00,1.200000000000000000e+01
6.462285124620491539e-01,5.067143522449557569e-01,5.000000000000000000e+00,1.200000000000000000e+01
3.829482697929427193e-01,2.567625998794132447e-01,1.100000000000000000e+01,8.000000000000000000e+00
4.062506367870905577e-01,1.093731132971674930e-01,9.000000000000000000e+00,5.000000000000000000e+00
8.020559739977107805e-01,1.862329125408112296e-01,8.000000000000000000e+00,6.000000000000000000e+00
5.943655727283134738e-01,3.207195745480007631e-01,7.000000000000000000e+00,1.100000000000000000e+01
8.893569351988473981e-01,6.588837518433025009e-01,5.000000000000000000e+00,6.000000000000000000e+00
4.851319027985278032e-01,3.088395802807762935e-01,1.100000000000000000e+01,8.000000000000000000e+00
8.200349508941189303e-01,5.187092670686767049e-01,1.100000000000000000e+01,7.000000000000000000e+00
8.503005764565564339e-01,3.304307331273024229e-01,1.200000000000000000e+01,7.000000000000000000e+00
7.805606922046820495e-01,8.745151603905310100e-02,1.100000000000000000e+01,6.000000000000000000e+00
8.787788828351309478e-01,8.740289726399151637e-02,5.000000000000000000e+00,5.000000000000000000e+00
6.918721810629632207e-01,2.497699463343907855e-01,1.100000000000000000e+01,6.000000000000000000e+00
4.498464045346420859e-01,2.160763556808053543e-01,5.000000000000000000e+00,9.000000000000000000e+00
3.028560131409669398e-01,6.206229750730598432e-02,1.200000000000000000e+01,7.000000000000000000e+00
8.118835608766675760e-01,7.699992997320461718e-01,1.000000000000000000e+01,1.000000000000000000e+01
1.382680088697797460e-01,4.911708101310574559e-01,1.100000000000000000e+01,8.000000000000000000e+00
3.972835334958816911e-01,2.715081146743379414e-01,1.000000000000000000e+01,1.000000000000000000e+01
2.289001917909323225e-01,8.017349718188144791e-01,1.100000000000000000e+01,6.000000000000000000e+00
5.845531859079229342e-01,3.342993586558683505e-01,1.000000000000000000e+01,7.000000000000000000e+00
8.774053773557943803e-01,1.936542877126568585e-01,1.100000000000000000e+01,1.200000000000000000e+01
3.244641745083981510e-01,3.385502537548582547e-01,5.000000000000000000e+00,1.100000000000000000e+01
7.965635554994513479e-01,6.660421470179479497e-01,1.000000000000000000e+01,9.000000000000000000e+00
7.894783110733016862e-01,2.802832991164660448e-01,1.100000000000000000e+01,1.200000000000000000e+01
6.590367112964529150e-01,2.629991036816756167e-01,1.100000000000000000e+01,1.100000000000000000e+01
2.416713717555457330e-01,8.723297617605361154e-01,5.000000000000000000e+00,1.100000000000000000e+01
8.111626832970180168e-01,5.337386299624335972e-01,8.000000000000000000e+00,9.000000000000000000e+00
4.629251785436345190e-01,7.363274836433661985e-01,9.000000000000000000e+00,6.000000000000000000e+00
7.317176397142484134e-01,8.888304224104826012e-01,7.000000000000000000e+00,9.000000000000000000e+00
4.560400036393109646e-01,2.712214811682001070e-01,8.000000000000000000e+00,1.200000000000000000e+01
8.554448920772445009e-01,5.281011649814807418e-01,1.100000000000000000e+01,8.000000000000000000e+00
6.951426490840720840e-01,1.318615075193003416e-01,1.200000000000000000e+01,9.000000000000000000e+00
1.662953226986273458e-01,9.522366388667276027e-01,1.000000000000000000e+01,6.000000000000000000e+00
1.774540083939169233e-01,8.043313682980463009e-01,1.100000000000000000e+01,7.000000000000000000e+00
8.414059782645899599e-01,6.448949083031418894e-01,6.000000000000000000e+00,6.000000000000000000e+00
3.614611243735655344e-01,2.002348760713381082e-01,8.000000000000000000e+00,1.100000000000000000e+01
3.772247880167679535e-01,9.611145748791758425e-01,6.000000000000000000e+00,1.200000000000000000e+01
4.079541536347938008e-02,3.518067790346802309e-02,6.000000000000000000e+00,1.100000000000000000e+01
6.278214461455954298e-01,4.190018840230225750e-01,9.000000000000000000e+00,1.000000000000000000e+01
7.961365590206791465e-01,9.349701002546020323e-01,1.000000000000000000e+01,9.000000000000000000e+00
8.883397686645944091e-01,3.160176483963776373e-01,7.000000000000000000e+00,8.000000000000000000e+00
1.928158477034690732e-01,7.691451541079800114e-01,9.000000000000000000e+00,7.000000000000000000e+00
8.487689367997864887e-01,9.653406840097706887e-01,1.100000000000000000e+01,1.000000000000000000e+01
1.749622671034178900e-01,6.949152446304867059e-01,1.000000000000000000e+01,5.000000000000000000e+00
3.697858876638430714e-01,2.995037823352426631e-01,9.000000000000000000e+00,1.100000000000000000e+01
3.784559734464816305e-01,9.589772656534710782e-01,1.000000000000000000e+01,8.000000000000000000e+00
5.649385717953677721e-01,3.917560610488590167e-01,7.000000000000000000e+00,7.000000000000000000e+00
5.060253493757709276e-01,9.417959727021723015e-01,9.000000000000000000e+00,1.000000000000000000e+01
5.237865356553668139e-01,1.281119773118841731e-01,1.000000000000000000e+01,8.000000000000000000e+00
5.179706720208618886e-01,9.276935288471930274e-01,5.000000000000000000e+00,1.100000000000000000e+01
9.225587820170765285e-01,7.495369504604275646e-01,5.000000000000000000e+00,9.000000000000000000e+00
2.441101746668734584e-01,4.565808878801300846e-02,7.000000000000000000e+00,1.100000000000000000e+01
2.062200204929779679e-01,6.562434233949494544e-01,1.100000000000000000e+01,9.000000000000000000e+00
8.078700861895423690e-01,2.243055168552093859e-01,8.000000000000000000e+00,1.200000000000000000e+01
3.008283247682011496e-01,5.142561292141855089e-01,1.100000000000000000e+01,7.000000000000000000e+00
6.686384670037419653e-01,5.055685435369443592e-01,7.000000000000000000e+00,7.000000000000000000e+00
