,Opportunity_cost
0,5.153285585398393
1,4.530675556658821
2,4.530675556658821
3,1.195111530655069
4,0.027871432944486685
5,0.0025666642818933383
6,0.0025062663985693234
7,0.0019488346808458346
8,0.0019133928813275247
9,0.0018999063795703819
10,0.0018999063795703819
11,0.0018999063795703819
12,0.0018999063795703819
13,0.0018999063795703819
14,0.0018999063795703819
15,0.0018999063795703819
16,0.0018999063795703819
17,0.0018999063795703819
18,0.0018999063795703819
19,0.0018999063795703819
20,0.0018999063795703819
21,0.0018999063795703819
22,0.0018999063795703819
23,0.0018999063795703819
24,0.0018999063795703819
25,0.0018999063795703819
26,0.0018999063795703819
27,0.001696354175500403
28,0.001696354175500403
29,0.001696354175500403
30,0.00169217217278117
31,0.0016877014183194206
32,0.0016834894245789656
33,0.0016796600553306007
34,0.0016796600553306007
35,0.001674820181818859
36,0.0016747248743271825
37,0.001669200104203128
38,0.00166911710622486
39,0.00166911710622486
40,0.001661047689758277
41,0.0016610240044414581
42,0.001656686014783304
43,0.001654690718943641
44,0.001654654094679131
