,Opportunity_cost
0,1.883757638949767
1,1.21124569338064
2,1.024022901276382
3,1.0240229012764033
4,0.24858256517346433
5,0.0030387206312809667
6,0.00028180992482873535
7,0.00028180992482873535
8,0.00028180992482873535
9,0.00028180992482873535
10,0.0002062664559545624
11,0.00017743158520744373
12,0.00017743158520744373
13,0.00016015979674932623
14,0.00015744491101088443
15,0.0001437921811557885
16,0.00013212707793286427
17,0.00013212707793286427
18,0.00013212707793286427
19,0.00013212707793286427
20,0.00013212707793286427
21,0.00013212707793286427
22,0.00013212707793286427
23,0.00013212707793286427
24,0.00013212707793286427
25,0.00013212707793286427
26,0.00013212707793286427
27,0.00013212707793286427
28,0.00013212707793286427
29,0.00013212707793286427
30,0.00013212707793286427
31,0.00013212707793286427
32,0.00013212707793286427
33,0.00013212707793286427
34,0.00013212707793286427
35,0.00013212707793286427
36,0.00013212707793286427
37,0.00013212707793286427
38,0.00013212707793286427
39,0.00013212707793286427
40,0.00013212707793286427
41,0.00013212707793286427
42,0.00013212707793286427
43,0.00013212707793286427
44,0.00013212707793286427
