,Opportunity_cost
0,10.393563536092941
1,8.652243736470602
2,4.985641040557425
3,2.222032115033983
4,1.794127655209273
5,0.8090048139583104
6,0.12290538691380704
7,0.002347315126321803
8,0.002347315126321803
9,0.0011451506140858214
10,0.0010991326028602089
11,0.0010782944007772244
12,0.0010657406407119652
13,0.0010657406407119652
14,0.0010657406407119652
15,0.0010657406407119652
16,0.0010657406407119652
17,0.0010657406407119652
18,0.0010657406407119652
19,0.0010657406407119652
20,0.0006357595356973889
21,0.0006357595356973889
22,0.0006357595356973889
23,0.0005160303877573824
24,0.0004957648120225144
25,0.0004957648120225144
26,0.0004957648120225144
27,0.0004957648120225144
28,0.0004790380725339105
29,0.0004790380725339105
30,0.0004790380725339105
31,0.0004790380725339105
32,0.00038535177589693603
33,0.00038535177589693603
34,0.0003758894554835024
35,0.0003694855683065157
36,0.0003639488890030407
37,0.0003594831219189132
38,0.0003594831219189132
39,0.0003501833164847312
40,0.00035012839165204923
41,0.0003435401362708035
42,0.00034345816088432457
43,0.00033715617691143507
44,0.00033697058751158693
