,Opportunity_cost,Y,C_bool,recommended_val,optimum
0,0.0,172.12490471367406,0,0.0,0.0
1,0.0,109.12423012390187,0,0.0,0.0
2,0.0,298.1248162754663,0,0.0,0.0
3,0.0,73.12517680894648,0,0.0,0.0
4,0.0,289.12573705619053,0,0.0,0.0
5,0.0,32.62569386264219,0,0.0,0.0
6,0.0,167.62418446966993,0,0.0,0.0
7,0.0,203.6253876804542,1,0.0,0.0
8,0.0,82.12510653700579,0,0.0,0.0
9,0.0,68.62468542307654,0,0.0,0.0
10,65.35523036546522,204.0810806396927,1,203.4331803966304,268.7884107620956
11,268.7884107620956,204.43270794505617,1,0.0,268.7884107620956
12,66.70262298961262,225.79108339011879,0,202.085787772483,268.7884107620956
13,268.7884107620956,225.49153664839704,0,0.0,268.7884107620956
14,268.7884107620956,216.7608376664522,0,0.0,268.7884107620956
15,49.59232728334871,221.9782844009377,0,219.1960834787469,268.7884107620956
16,49.55382268474767,219.27622582349844,1,219.23468198634197,268.78850467108964
17,48.642684761854326,219.44872731676946,1,220.1458199092353,268.78850467108964
18,48.653178364921786,220.1490083282933,1,220.13532630616785,268.78850467108964
19,48.621543241073425,211.34615380208876,1,220.16696143001622,268.78850467108964
20,48.62146748666797,206.47970413191393,0,220.16703718442167,268.78850467108964
21,48.62222940684086,215.93358678289053,1,220.16627526424878,268.78850467108964
