,Opportunity_cost,Y,C_bool,recommended_val,optimum
0,0.0,73.12504143823946,0,0.0,0.0
1,0.0,1.1250457704443384,0,0.0,0.0
2,0.0,41.624296801530015,0,0.0,0.0
3,0.0,221.62433960929104,0,0.0,0.0
4,0.0,140.62444846592516,0,0.0,0.0
5,0.0,271.1240423654099,0,0.0,0.0
6,0.0,59.62435457588631,0,0.0,0.0
7,0.0,154.12365892778405,0,0.0,0.0
8,0.0,365.62374068102923,0,0.0,0.0
9,0.0,167.62560319813127,0,0.0,0.0
10,268.77083021448334,229.98281705232915,0,0.0,268.77083021448334
11,78.4125301423629,187.81779461336663,0,190.3756893119493,268.7882194543122
12,21.93601742079403,214.10265122671666,1,246.85220203351815,268.7882194543122
