,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,0.9362000226974487,0,0.0,0.0,0.0
1,0.0,0.0,0.8722000122070312,0,0.0,0.0,0.0
2,0.0,0.0,0.9696000218391418,0,0.0,0.0,0.0
3,0.0,0.0,0.5019999742507935,1,0.0,0.0,0.0
4,0.0,0.0,0.8944000005722046,0,0.0,0.0,0.0
5,0.0,0.0,0.9251999855041504,0,0.0,0.0,0.0
6,0.0,0.0,0.8148999810218811,0,0.0,0.0,0.0
7,0.0,0.0,0.9686999917030334,0,0.0,0.0,0.0
8,0.0,0.0,0.9783999919891357,0,0.0,0.0,0.0
9,0.0,0.0,0.9746000170707703,0,0.0,0.0,0.0
10,0.0,0.0,0.9606000185012817,0,0.0,0.0,0.0
11,0.0,0.0,0.9836999773979187,0,0.0,0.0,0.0
12,0.0,0.0,0.5705000162124634,1,0.0,0.0,0.0
13,0.0,0.0,0.6108999848365784,1,0.0,0.0,0.0
14,0.0,0.0,0.4034999907016754,0,0.0,0.0,0.0
15,0.0,0.0,0.9732999801635742,0,0.0,0.0,0.0
16,0.0,0.0,0.2718999981880188,0,0.0,0.0,0.0
17,0.0,0.0,0.48429998755455017,0,0.0,0.0,0.0
18,0.0,0.0,0.38339999318122864,0,0.0,0.0,0.0
19,0.0,0.0,0.902999997138977,1,0.0,0.0,0.0
20,-0.9071999788284302,-0.9613000154495239,0.9505000114440918,1,0.0,0.9613000154495239,0.0
21,-0.955299973487854,-0.9635000228881836,0.9435999989509583,0,0.0,0.9635000228881836,0.0
22,-0.9560999870300293,-0.9628999829292297,0.920799970626831,0,0.0,0.9628999829292297,0.0
23,-0.9545000195503235,-0.9606999754905701,0.9696999788284302,0,0.0,0.9606999754905701,0.0
24,-0.9521999955177307,-0.9610999822616577,0.9570000171661377,1,0.0,0.9610999822616577,0.0
25,-0.9614999890327454,-0.9607999920845032,0.9527999758720398,0,0.0,0.9607999920845032,0.0
26,-0.9649999737739563,-0.9696999788284302,0.9768000245094299,1,0.0,0.9696999788284302,0.0
27,-0.9865999817848206,-0.9742000102996826,0.9799000024795532,0,0.0,0.9742000102996826,0.0
28,-0.9848999977111816,-0.9772999882698059,0.9728000164031982,0,0.0,0.9772999882698059,0.0
29,-0.9864000082015991,-0.9754999876022339,0.9598000049591064,0,0.0,0.9754999876022339,0.0
30,-0.9848999977111816,-0.9724000096321106,0.9642999768257141,0,0.0,0.9724000096321106,0.0
