,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,-16.17349981418002,0,0.0,0.0,0.0
1,0.0,0.0,-33.89852906594548,0,0.0,0.0,0.0
2,0.0,0.0,-19.8018006129322,0,0.0,0.0,0.0
3,0.0,0.0,-9.74934603798119,1,0.0,0.0,0.0
4,0.0,0.0,-4.530545331387966,1,0.0,0.0,0.0
5,0.0,0.0,-4.027809998357435,0,0.0,0.0,0.0
6,0.0,0.0,-17.98848510329174,1,0.0,0.0,0.0
7,0.0,0.0,-7.758961272950788,0,0.0,0.0,0.0
8,0.0,0.0,-9.783343091172997,1,0.0,0.0,0.0
9,0.0,0.0,-22.78209450203581,1,0.0,0.0,0.0
10,1.1742743288663418,1.1742743288663418,-20.896076123480352,1,0.0,-0.0,0.0
