1.250000000000000000e+00,3.250000000000000888e+00
2.250000000000000000e+00,2.250000000000000000e+00
1.750000000000000222e+00,3.750000000000000000e+00
2.500000000000000000e-01,2.500000000000000000e-01
3.250000000000000888e+00,7.500000000000001110e-01
7.500000000000001110e-01,1.250000000000000000e+00
2.750000000000000000e+00,1.750000000000000222e+00
4.250000000000000000e+00,2.750000000000000000e+00
3.750000000000000000e+00,4.750000000000000000e+00
4.750000000000000000e+00,4.250000000000000000e+00
8.145878444631498017e-01,4.840562677983616169e+00
5.000000000000000000e+00,2.246007380751783078e+00
2.893046128465237565e+00,2.425259328664997938e+00
1.660595558807020478e+00,3.990525141888492389e-01
3.455014040768886185e-02,3.068899330068824760e+00
