,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,-1.4122726760633653,0,0.0,0.0,0.0
1,0.0,0.0,3.7206070045951316,0,0.0,0.0,0.0
2,0.0,0.0,1.6492898614090623,0,0.0,0.0,0.0
3,0.0,0.0,-3.739537514278086,0,0.0,0.0,0.0
4,0.0,0.0,-13.09013839225718,1,0.0,0.0,0.0
5,0.0,0.0,0.254712208077112,0,0.0,0.0,0.0
6,0.0,0.0,1.0366556054789144,1,0.0,0.0,0.0
7,0.0,0.0,-16.670921439672796,1,0.0,0.0,0.0
8,0.0,0.0,-19.89820447904164,0,0.0,0.0,0.0
9,0.0,0.0,-29.411735698095637,1,0.0,0.0,0.0
10,1.020988743467953,3.237972683015744,-14.370854952715945,1,0.0,3.237972683015744,6.1742743288663435
11,1.020988743467953,3.260555807105,-22.501346365460666,1,0.0,3.260555807105,6.1742743288663435
12,1.020988743467953,3.8301273951556967,5.505800062945816,1,0.0,3.8301273951556967,6.174274328866347
13,5.5101418674341245,5.993330890477241,-4.931491401550918,1,0.0,5.993330890477241,6.174274328866347
14,5.5101418674341245,6.013584749631205,-0.3208261844913985,1,0.0,6.013584749631205,6.174274328866347
