,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,-0.8505686287253198,0,0.0,0.0,0.0
1,0.0,0.0,0.9883243471472326,1,0.0,0.0,0.0
2,0.0,0.0,0.23777120339359142,0,0.0,0.0,0.0
3,0.0,0.0,-0.6575820834779291,0,0.0,0.0,0.0
4,0.0,0.0,-0.7460791428390023,0,0.0,0.0,0.0
5,0.838268122237956,0.838291604318165,0.8348116888941945,1,0.0,1.0500231758025114,0.0
6,0.838268122237956,0.7940156663783116,1.867326212132633,1,0.0,1.0942991137423648,0.0
7,0.1025562487479772,0.06253088157467968,1.7812544500081284,1,0.0,1.8257838985459967,0.0
8,0.1025562487479772,0.020854105058518257,1.2317916287511521,1,0.0,1.867460675062158,0.0
9,0.1025562487479772,0.02229630825248141,1.599590609850915,0,0.0,1.866018471868195,0.0
10,0.1025562487479772,0.03223207312707621,0.7073460695486927,1,0.0,1.8560827069936001,0.0
11,0.1025562487479772,0.032547324859419025,1.7463292711912322,1,0.0,1.8557674552612573,0.0
12,0.10255624874797764,0.02338176556799132,1.603067138022819,1,0.0,1.864933014552685,0.0
13,0.10255624874797764,0.020789204062086508,1.8614165967231573,1,0.0,1.8675255760585903,0.0
14,0.10255624874797764,0.01003047293121817,1.5205597396567176,1,0.0,1.8782843071894586,0.0
15,0.0225205188041131,0.0008129646827250703,1.6498874906395946,1,0.0,1.8875018154379517,0.0
16,0.0225205188041131,0.0011277353889194153,1.7108405257829542,1,0.0,1.8871870447317574,0.0
17,0.0225205188041131,0.0002419233945707422,1.7569536322879653,1,0.0,1.888072856726106,0.0
18,0.0225205188041131,6.826582077734678e-05,1.6671105837931313,1,0.0,1.8882465142998994,0.0
19,0.0225205188041131,0.001973996785271659,1.6203030792799813,1,0.0,1.8863407833354051,0.0
