,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,-5.884078144746037,0,0.0,0.0,0.0
1,0.0,0.0,-1.3865137982355646,0,0.0,0.0,0.0
2,0.0,0.0,-1.4433689991450225,0,0.0,0.0,0.0
3,0.0,0.0,-8.395223890772018,0,0.0,0.0,0.0
4,0.0,0.0,-16.934103780113436,1,0.0,0.0,0.0
5,0.0,0.0,-5.886190204773054,0,0.0,0.0,0.0
6,0.0,0.0,-4.829063633725273,1,0.0,0.0,0.0
7,0.0,0.0,-20.70772395459846,1,0.0,0.0,0.0
8,0.0,0.0,-25.12121068400819,0,0.0,0.0,0.0
9,0.0,0.0,-34.238171900904774,1,0.0,0.0,0.0
10,1.1742743288663435,1.1742743288663435,1.9328794890113656,0,0.0,-0.0,0.0
