,Y,C,C_bool,OC
0,-2.400216736950469,7.193325667017848,0,0.0
1,-0.6777797783950256,7.366334610448586,0,0.0
2,-0.120968453984738,4.6737822157027615,0,0.0
3,-2.7413575888877904,8.844722876501272,0,0.0
4,-3.4322328418173846,11.563788437120989,0,0.0
5,-0.8227093650463262,6.472154048871123,0,0.0
6,-2.3129362574427557,6.529542006194617,0,0.0
7,-2.985832717588331,11.872795186614404,0,0.0
8,0.09970512167785728,4.571164062983863,0,0.0
9,-1.3211437999612956,6.3548380966085025,0,0.0
10,-1.6310727956416742,6.185526507381678,0,0.0
11,-2.318456317000627,7.153999888832597,0,0.0
12,-3.0107229408729084,7.933469236383204,0,0.0
13,-3.2829261053549046,13.769122624395932,0,0.0
14,-2.43947554520869,9.337758454008885,0,0.0
15,-2.2411859666387994,7.277411902389388,0,0.0
16,-0.8453024370802886,5.915378684075113,0,0.0
17,0.5693904903001885,5.060065382709959,0,0.0
18,-2.936049058075392,11.92731897575452,0,0.0
19,-1.9720450755710166,7.315091367896128,0,0.0
20,-2.4088432165005558,7.193325667017848,0,0.0
21,-2.1593851729533236,6.641674538851712,0,0.0
22,-2.0182500441535405,7.547220394415563,0,0.0
23,-2.6499816708446495,7.150918530218191,0,0.0
24,-1.775971074861954,7.750194129386707,0,0.0
25,-2.4815897421398216,6.865788790889453,0,0.0
26,-2.5040600461244904,7.141838354040224,0,0.0
27,-1.5208061863517497,7.365342606046628,0,0.0
28,-2.1413414387189014,7.771017181579982,0,0.0
29,-5.153589785896726,11.272032061175983,0,0.0
30,-2.4140349421964324,7.205846153766214,0,0.0
31,-2.4088432165005558,7.193325667017848,0,0.0
32,-0.8290751601092964,5.59916738173629,0,0.0
33,-5.254988442039977,10.77458385881784,0,0.0
34,-2.4475753764020594,7.002278192106892,0,0.0
35,-1.5991928347888913,7.076407110911889,0,0.0
36,-6.478042051179168,12.100960405163573,0,0.0
37,-3.6195909231932277,10.59183204119055,0,0.0
38,-5.105984746741848,10.537832420648913,0,0.0
39,-1.7572147148117512,7.484964670354193,0,0.0
40,-2.2655984076461286,6.502133373995032,0,0.0
41,-1.4823916973480737,7.118091281515919,0,0.0
42,-2.2002697777784785,6.426974097943605,0,0.0
43,-0.7768696198482662,7.917741591162513,0,0.0
44,-2.181002093430915,7.826047669503745,0,0.0
45,-1.201805028762174,5.994040100862742,0,0.0
46,-1.6577361063978424,6.333849973283879,0,0.0
47,-1.8417782822262376,6.84430312654115,0,0.0
48,-2.758678926970341,7.23398165326663,0,0.0
49,-2.723379748954891,7.324604716624147,0,0.0
50,-3.6456095783192084,8.82204391149923,0,0.0
51,-3.7572946676669936,8.626637339652952,0,0.0
52,-0.2725896180851756,8.77029076502074,0,0.0
53,-2.112313051892034,11.652192614525788,0,0.0
54,-1.743482846452786,7.55034551194186,0,0.0
55,-1.5514218279832057,8.868374233897548,0,0.0
56,-2.1497483853787838,6.344595514236487,0,0.0
57,-0.9260259161483231,5.796076592471564,0,0.0
58,-3.9588407730775397,10.946357890955614,0,0.0
59,-2.1248525689705904,6.344595514236487,0,0.0
60,-2.121129371069613,6.359991097773957,0,0.0
61,-3.053064791255318,7.812933221057003,0,0.0
62,1.0527100259592468,4.0822436156522715,0,0.0
63,-1.4193924039085763,6.371958665179691,0,0.0
64,-0.6950566665777188,5.220168323737481,0,0.0
65,0.04243092939597145,8.276202761171946,0,0.0
66,-2.477405277976075,6.745424027681196,0,0.0
67,-3.4478695960925334,8.924442797551189,0,0.0
68,-3.2766704002952167,8.688624147214826,0,0.0
69,-1.0372418966865817,8.11019083262269,0,0.0
70,-1.4494599374820183,6.23391927658128,0,0.0
71,-0.8294134518748528,10.341869086471553,0,0.0
72,0.3403874773830131,5.924858363467131,0,0.0
73,-2.8770649348001216,7.347462666734975,0,0.0
74,4.294715282260917,4.1501500390551,0,0.0
75,0.9329878001559528,4.454855661998348,0,0.0
76,0.07345077292883513,4.672447421143943,0,0.0
77,-2.121129371069613,6.359991097773957,0,0.0
78,0.152073588676996,6.02346242735389,0,0.0
79,4.371899466180859,3.362550412118415,0,0.0
80,-3.882797739321904,9.38337846005635,0,0.0
81,1.0000351404191918,6.1790931669142815,0,0.0
82,-2.118091567063735,6.31755719502215,0,0.0
83,-5.3659995695617955,10.267902370320634,0,0.0
84,2.0044317913597256,4.147743789166431,0,0.0
85,-2.795154952827571,9.829020905134922,0,0.0
86,-0.9069805505571245,8.074221350879856,0,0.0
87,0.40294624564792764,6.746206766191466,0,0.0
88,-2.651549193375783,7.262313502099511,0,0.0
89,-1.5044140764388714,7.147765804169158,0,0.0
90,-2.1876370822618365,8.814515944727596,0,0.0
91,-1.7520021027885655,7.563523387838252,0,0.0
92,-1.83141402028573,6.796809564559214,0,0.0
93,-0.7709918430585658,5.474539770874471,0,0.0
94,-5.451019282317109,11.006820822436412,0,0.0
95,-2.202163162077746,7.033039731421834,0,0.0
96,-0.24319311888160075,4.95949175801422,0,0.0
97,-0.594587810495648,5.20358413650168,0,0.0
98,-1.104561089898145,7.70827270128683,0,0.0
99,-2.3887772862892898,7.150918530218191,0,0.0
100,-0.057399903208874316,6.341428422521358,0,0.0
101,-2.582956163012468,10.698133536175765,0,0.0
102,4.506205146385015,0.316498671351813,0,0.0
103,4.1751393358291145,1.5984387420756045,0,0.0
104,4.7135807421811675,-0.017760375074028615,1,0.0
105,4.656762540817105,-0.04470430483598818,1,4.7135807421811675
106,4.3838928624220825,3.3453650516610636,0,4.656762540817105
107,5.2061615759716435,-0.4006349536998903,1,4.656762540817105
108,5.056886712474755,-0.1013023095971522,1,5.2061615759716435
109,5.406471705567909,-0.7193746279381957,1,5.2061615759716435
110,5.481773022338107,0.6687315348444947,0,5.406471705567909
111,5.543663002145888,-0.7784855883977787,1,5.406471705567909
112,5.320668856522835,0.6917962866290611,0,5.543663002145888
113,4.083302661349987,3.1732594852672107,0,5.543663002145888
114,5.2584468264947395,2.6129664029983912,0,5.543663002145888
115,3.896387077108553,1.4841077855429978,0,5.543663002145888
116,5.297546435148822,0.7048667879295261,0,5.543663002145888
117,5.294185913834368,2.7471923744006417,0,5.543663002145888
118,2.008940056243612,4.353034558831553,0,5.543663002145888
119,4.3492225239070565,5.273143999041498,0,5.543663002145888
120,2.3922574452506793,4.028052009955436,0,5.543663002145888
121,2.2296266200500843,7.562286838257002,0,5.543663002145888
122,5.54700875506936,-0.7784345743212816,1,5.543663002145888
123,5.455425670901973,-0.47967945790364014,1,5.54700875506936
124,5.243211752939069,-0.5863349856272311,1,5.54700875506936
125,5.348842216070995,0.702401607422558,0,5.54700875506936
126,5.347647623094151,0.7690841204124461,0,5.54700875506936
127,4.408099804166316,3.3425894852414415,0,5.54700875506936
128,5.4727420849787975,-0.6347063179662326,1,5.54700875506936
129,1.7117349279637648,4.849322610511756,0,5.543663002145888
130,1.1268748695169855,3.6029566889582725,0,5.54700875506936
131,5.039031949463144,-0.01400814973154354,1,5.54700875506936
132,3.535169177777967,1.2496187358151167,0,5.54700875506936
133,4.601483441161539,2.8383458633496157,0,5.54700875506936
134,3.3503955295344734,3.1788668660879296,0,5.54700875506936
135,3.289371668305267,2.9095433634285905,0,5.54700875506936
136,2.5984562747516504,3.3697177066347956,0,5.54700875506936
137,2.5843295644140962,8.514550095772833,0,5.54700875506936
138,5.112180958484534,3.2551385465355493,0,5.54700875506936
139,4.661646384024713,2.738803265609866,0,5.54700875506936
140,3.4377804608035762,3.69101035213127,0,5.543663002145888
141,4.885761990961012,2.991499685167721,0,5.54700875506936
142,5.7193199461563164,-0.795623450430146,1,5.54700875506936
143,5.574343695574678,-0.7711288986286342,1,5.7193199461563164
144,5.547196656208335,-0.8337971068299868,1,5.7193199461563164
145,5.650865197811859,-0.80757464407405,1,5.7193199461563164
146,5.636042302364648,-0.8169860121431134,1,5.7193199461563164
147,3.446572193917199,7.84342495958363,0,5.7193199461563164
148,5.595497368393747,-0.7344404945867911,1,5.7193199461563164
149,5.697109314375272,-0.8097350526742656,1,5.7193199461563164
150,5.133302314957688,-0.06265071766079984,1,5.7193199461563164
151,5.754920102618138,-0.8607111947404849,1,5.7193199461563164
152,4.729936601713895,2.8988436523232677,0,5.754920102618138
153,4.121750444938214,3.2757426344547764,0,5.754920102618138
154,4.291844256448729,1.0671412527712898,0,5.754920102618138
155,5.650436995701175,-0.7781413638342906,1,5.754920102618138
156,5.652855645761208,-0.8022110586887061,1,5.754920102618138
157,5.453618481960541,0.837814453851746,0,5.754920102618138
158,5.7120558886093376,-0.8177254838286114,1,5.754920102618138
159,5.433506794572532,-0.785491953146037,1,5.754920102618138
160,5.679004165252562,-0.7710178490690828,1,5.754920102618138
161,5.7680708724248255,-0.853735852525159,1,5.754920102618138
162,5.769555252588338,-0.8373607327158868,1,5.7680708724248255
163,5.733271961940975,-0.8273433818364873,1,5.769555252588338
164,5.258357348249522,-0.4226133895746102,1,5.769555252588338
165,5.621523900914318,-0.8336232994631194,1,5.769555252588338
166,5.75927292175259,-0.8137331320443372,1,5.769555252588338
167,5.638599510016808,-0.863450139704525,1,5.769555252588338
168,5.541158518498884,-0.7939147374066238,1,5.769555252588338
169,5.549084763825485,-0.7103684911173582,1,5.769555252588338
170,4.664245424184326,0.17464815453111215,0,5.769555252588338
171,2.705376917018561,2.9268873095000374,0,5.769555252588338
172,5.047455235418148,2.7369799756356805,0,5.769555252588338
173,4.743301216096063,3.3148465921982093,0,5.769555252588338
174,5.702141411906467,-0.8088316125650988,1,5.769555252588338
175,5.438254184984808,0.7061392386688163,0,5.769555252588338
176,5.57320026728943,-0.7786824628112987,1,5.769555252588338
