,OC sampled,OC GP mean,Y,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,-5.778928686120471,0,0.0,0.0,0.0
1,0.0,0.0,-7.220653310733324,0,0.0,0.0,0.0
2,0.0,0.0,-24.570491032157587,0,0.0,0.0,0.0
3,0.0,0.0,-34.39530294965611,1,0.0,0.0,0.0
4,0.0,0.0,-14.034542215970463,0,0.0,0.0,0.0
5,0.0,0.0,-1.4565328114161697,1,0.0,0.0,0.0
6,0.0,0.0,-8.188122494777724,0,0.0,0.0,0.0
7,0.0,0.0,-3.8906173928378043,0,0.0,0.0,0.0
8,0.0,0.0,-9.091168524790644,1,0.0,0.0,0.0
9,0.0,0.0,-23.384813231459077,1,0.0,0.0,0.0
10,1.1742743288663409,28.51346202941311,-27.210761188945447,1,0.0,-27.339187715313063,0.0
11,1.1742743288663409,15.863454426647667,-14.16221276860347,1,0.0,-14.689180097781326,0.0
12,1.1742743288663462,1.1742743288663462,-17.779883825015673,0,0.0,-0.0,0.0
13,1.1742743288663462,1.1742743288663462,-15.840238145951561,1,0.0,-0.0,0.0
14,1.1742743288663462,1.1742743288663462,-10.998223647639733,0,0.0,-0.0,0.0
15,1.1742743288663462,1.1742743288663462,0.3164471821929902,1,0.0,-0.0,0.0
