,X1,X2,Opportunity_cost,Y,C_bool
0,-4.25,6.75,0.0,270.2997890063008,0
1,3.25,3.75,0.0,171.45794721396098,1
2,4.750000000000002,11.25,0.0,40.77102965055696,0
3,0.2500000000000009,0.75,0.0,297.41069204855506,0
4,9.25,14.25,0.0,0.9608201273063124,0
5,7.750000000000002,9.750000000000002,0.0,31.91648757441693,0
6,1.75,2.2500000000000004,0.0,231.82256875872088,0
7,6.25,5.250000000000001,0.0,108.40338667719367,0
8,-2.7499999999999996,8.25,0.0,207.35130596036845,0
9,-1.25,12.750000000000002,0.0,132.7553119058151,0
10,2.123698063735705,2.6687614473294174,268.78812176768685,211.9799696973168,0
11,2.1524234399700077,2.7025812118556174,55.97715505114823,212.23438088029832,1
12,-5.0,0.06433061907636614,55.97753593141883,448.181529746007,0
13,1.7459537597081662,0.0,55.97753593141883,294.02953996734465,0
14,3.485207015555803,1.110984037998274,55.97753593141883,234.65417880175053,1
15,3.2865461267623237,0.9141805778926289,33.44121062505539,242.22440734198557,1
16,3.232252743614044,0.0,25.30773094765027,271.97332688026773,0
17,3.27490881993999,0.062136546173273736,0.4218887259535222,268.974007198671,1
18,3.27490881993999,0.062136546173273736,0.4218887259535222,267.8424078221674,1
19,3.2678522142135424,0.05148127955545931,0.4218887259535222,267.34599256212664,1
20,3.2677813657219286,0.05132854124761687,0.008478926096188388,269.21093629065854,1
21,3.267777701721899,0.051312445485909144,0.0029585498076016847,268.05308220209514,1
22,3.267770563583343,0.051308478777144034,0.0029585498076016847,268.9329274405234,1
23,3.2677692383964128,0.05130290752269657,0.0029585498076016847,268.9764782947093,1
24,3.2677716191046424,0.0512989667123753,0.002427995329242094,267.5219168914761,1
25,3.267770113036139,0.05129683597429341,0.002427995329242094,267.9468790999787,1
26,-1.6798120065940167,4.1132370692803955,0.002427995329242094,254.36806145925354,0
27,3.26776705162934,0.05129712118009755,0.002427995329242094,268.34739283585816,1
28,3.2677623157022815,0.0512979249716809,0.002213290011582103,268.10575418430966,1
29,3.2677622431795266,0.051296412943659955,0.002213290011582103,268.0374384020968,1
30,3.2677608634121587,0.0512962594676389,0.002213290011582103,269.03284947711,1
31,3.2677592215280193,0.05129585906306282,0.002213290011582103,268.99378836155665,1
32,3.26775880985664,0.051295189042989915,0.0020288811256250483,267.24722139868476,1
33,3.2677581876047914,0.05129418167859512,0.0020288811256250483,269.0199717864756,1
34,3.267757795558951,0.051293954668296705,0.0020288811256250483,268.60110346174747,1
35,3.267757524055644,0.05129350673148201,0.0019431160991416618,267.07223638363337,1
36,3.267757450115379,0.05129341823837499,0.0019431160991416618,267.56645813366976,1
37,3.267757011841648,0.05129247196021604,0.0018591341649880633,268.5817239822019,1
38,3.267757011841648,0.05129247196021604,0.0018591341649880633,267.67210724140557,1
39,3.267757011841648,0.05129247196021604,0.0018264408806203392,269.72768447777037,1
40,3.267757011841648,0.05129247196021604,0.0018264408806203392,268.2957220737503,1
41,3.267757011841648,0.05129247196021604,0.0017867054123144044,268.69372838781925,1
42,3.267757011841648,0.05129247196021604,0.0017867054123144044,268.07638916757355,1
43,3.267757011841648,0.05129247196021604,0.0017867054123144044,267.64944607041696,1
44,3.267757011841648,0.05129247196021604,0.0017867054123144044,268.5979075498739,1
45,3.267757011841648,0.05129247196021604,0.0017405232163696382,269.00358461671544,1
46,3.267757011841648,0.05129247196021604,0.0017405232163696382,268.75410087180546,1
47,3.267757011841648,0.05129247196021604,0.0017173568353996416,267.9508179947208,1
48,3.267757011841648,0.05129247196021604,0.0017173568353996416,266.6276757571831,1
49,3.267757011841648,0.05129247196021604,0.0017173568353996416,269.7553764405963,1
50,3.267757011841648,0.05129247196021604,0.0016832786604368266,270.3546921853602,1
51,-4.840491139654225,4.659106750220918,0.0016832786604368266,326.7863117680988,0
52,-4.954281785596317,13.436214701697258,0.0016832786604368266,226.23384644795593,0
53,3.267757011841648,0.05129247196021604,0.0016832786604368266,269.5111701328382,1
54,-4.700649829449858,7.627854194718301,0.0016832786604368266,269.30680513103476,0
