,OC sampled,OC GP mean,Y,C,C_bool,recommended_val_sampled,recommended_val_GP,optimum
0,0.0,0.0,-2.4221002822111926,7.2102666385860745,0,0.0,0.0,0.0
1,0.0,0.0,-2.438135192788994,7.150914326520471,0,0.0,0.0,0.0
2,0.0,0.0,-2.607801474567101,7.03220629682162,0,0.0,0.0,0.0
3,0.0,0.0,-1.642189409056111,7.0129554749642695,0,0.0,0.0,0.0
4,0.0,0.0,-0.977986513607902,8.884583831078075,0,0.0,0.0,0.0
5,0.0,0.0,-0.5361485946399692,5.131444750162481,0,0.0,0.0,0.0
6,0.0,0.0,-5.586962031010846,11.223747483435789,0,0.0,0.0,0.0
7,0.0,0.0,-1.4832965455280565,6.1686834060095155,0,0.0,0.0,0.0
8,0.0,0.0,-1.219777367601341,5.895352948531082,0,0.0,0.0,0.0
9,0.0,0.0,-1.8173261015370883,7.3555664725486505,0,0.0,0.0,0.0
10,0.0,0.0,-2.3299885671123373,6.718545791538521,0,0.0,0.0,0.0
11,0.0,0.0,-2.311806527378848,8.558978454890841,0,0.0,0.0,0.0
12,0.0,0.0,0.8688637617765126,4.068002179501358,0,0.0,0.0,0.0
13,0.0,0.0,-2.7239392565607377,10.30377385095421,0,0.0,0.0,0.0
14,0.0,0.0,-1.7809055906685944,7.4760613460943315,0,0.0,0.0,0.0
15,0.0,0.0,-2.6719602166040484,7.2461341014619265,0,0.0,0.0,0.0
16,0.0,0.0,-1.2321886590947895,5.7829213792638,0,0.0,0.0,0.0
17,0.0,0.0,-2.8120365713129916,9.348710010595504,0,0.0,0.0,0.0
18,0.0,0.0,-2.7311014897797334,7.335705165642449,0,0.0,0.0,0.0
19,0.0,0.0,-2.0099107780178005,6.576777336360915,0,0.0,0.0,0.0
20,0.0,0.0,-2.555857634245587,10.277520053414078,0,0.0,0.0,0.0
21,0.0,0.0,-1.5234233585852044,5.965491227849402,0,0.0,0.0,0.0
22,0.0,0.0,-2.3385716971643724,6.778297247019656,0,0.0,0.0,0.0
23,0.0,0.0,-2.3698784238210755,7.150914326520471,0,0.0,0.0,0.0
24,0.0,0.0,-2.2688265044515066,11.872237249652555,0,0.0,0.0,0.0
25,0.0,0.0,-1.8124961024951924,6.770784565412453,0,0.0,0.0,0.0
26,0.0,0.0,-2.3556262454604338,7.265025768681863,0,0.0,0.0,0.0
27,0.0,0.0,-1.213459188708085,5.773753750637833,0,0.0,0.0,0.0
28,0.0,0.0,-3.6257468847805483,10.637190535012813,0,0.0,0.0,0.0
29,0.0,0.0,-2.351398413302021,8.88464985991051,0,0.0,0.0,0.0
30,0.0,0.0,-2.3734552811860135,7.150914326520471,0,0.0,0.0,0.0
31,0.0,0.0,-3.655918055973235,9.72298277998152,0,0.0,0.0,0.0
32,0.0,0.0,-1.980061059685106,7.332800289516663,0,0.0,0.0,0.0
33,0.0,0.0,-3.0035657956703443,11.599717585262633,0,0.0,0.0,0.0
34,0.0,0.0,-1.7268289267496957,6.185520651486427,0,0.0,0.0,0.0
35,0.0,0.0,-2.0590147914760246,7.241431463802526,0,0.0,0.0,0.0
36,0.0,0.0,-2.0920660353359075,7.066936716270579,0,0.0,0.0,0.0
37,0.0,0.0,-3.2355797912411415,9.832225998557503,0,0.0,0.0,0.0
38,0.0,0.0,-2.2369077278451646,8.775522489778645,0,0.0,0.0,0.0
39,0.0,0.0,-0.22298766292871228,6.054512798051483,0,0.0,0.0,0.0
40,0.0,0.0,-1.9459289328297078,7.088206805365892,0,0.0,0.0,0.0
41,0.0,0.0,-4.470514604337488,11.023107103019045,0,0.0,0.0,0.0
42,0.0,0.0,-1.392093218136055,6.1811389025412,0,0.0,0.0,0.0
43,0.0,0.0,-0.6231032160441459,5.574766984139669,0,0.0,0.0,0.0
44,0.0,0.0,-1.9938867560027829,7.208758457904818,0,0.0,0.0,0.0
45,0.0,0.0,-1.8781444321324314,6.397052805620358,0,0.0,0.0,0.0
46,0.0,0.0,-2.6314824484100168,7.141827067651768,0,0.0,0.0,0.0
47,0.0,0.0,-0.2690942817332971,5.56843156526118,0,0.0,0.0,0.0
48,0.0,0.0,-2.9944409968515417,10.605025160274893,0,0.0,0.0,0.0
49,0.0,0.0,-1.3734185258441034,6.14119216395619,0,0.0,0.0,0.0
50,0.0,0.0,-1.5513972956729702,6.73478876266709,0,0.0,-0.0,0.0
51,0.0,0.0,-0.7047533716577833,6.060232589158243,0,0.0,-0.0,0.0
52,0.0,0.0,-3.876997515550855,9.276468843606601,0,0.0,-0.0,0.0
53,0.0,0.0,0.5928189931242932,5.983971742196418,0,0.0,-0.0,0.0
54,0.0,0.0,-1.443109700462012,8.330244571487317,0,0.0,-0.0,0.0
55,0.0,0.0,-2.4628900349980367,6.756428111489509,0,0.0,-0.0,0.0
56,0.0,0.0,-1.0660771509397222,9.919059124683992,0,0.0,-0.0,0.0
57,0.0,0.0,-3.0536313795148713,9.05896874291903,0,0.0,-0.0,0.0
58,0.0,0.0,-0.32083219457560674,6.354934167759575,0,0.0,-0.0,0.0
59,0.0,0.0,0.2573273331844939,6.38975123147178,0,0.0,-0.0,0.0
