,Opportunity_cost,Y,C_bool,recommended_val,optimum
0,0.0,73.12504143823946,0,0.0,0.0
1,0.0,1.1250457704443384,0,0.0,0.0
2,0.0,41.624296801530015,0,0.0,0.0
3,0.0,221.62433960929104,0,0.0,0.0
4,0.0,140.62444846592516,0,0.0,0.0
5,0.0,271.1240423654099,0,0.0,0.0
6,0.0,59.62435457588631,0,0.0,0.0
7,0.0,154.12365892778405,0,0.0,0.0
8,0.0,365.62374068102923,0,0.0,0.0
9,0.0,167.62560319813127,0,0.0,0.0
10,268.77083021448334,177.9419705276238,0,0.0,268.77083021448334
11,60.25139634012294,185.57115414765406,1,208.53671005568572,268.78810639580865
12,71.60765434529273,145.03961953841156,0,197.18045205051592,268.78810639580865
13,70.95931702102968,185.6477636082673,1,197.82878937477898,268.78810639580865
14,71.88042040280493,188.39843267121876,1,196.9080665633037,268.7884869661086
15,72.59607543849657,191.5578696604432,1,196.19241152761205,268.7884869661086
16,77.23189259764192,186.7088909447227,1,191.5565943684667,268.7884869661086
17,71.44365022168134,184.57064914132536,1,197.34483674442728,268.7884869661086
18,70.64764006585932,102.68109397906696,0,198.1408469002493,268.7884869661086
19,70.67123549726813,214.10243948495034,1,198.1172514688405,268.7884869661086
20,22.49579848378903,179.33613868620083,1,246.29270618745795,268.788504671247
21,20.52295890406546,282.49758797320067,0,248.26554576718152,268.788504671247
22,19.333377788935138,184.7308004795104,1,249.45512688231184,268.788504671247
23,8.847753950346487,200.50071868012967,1,259.9407507209005,268.788504671247
24,20.274330844002208,101.35618895603582,0,248.51417382724478,268.788504671247
25,20.440279983857067,197.19386632805308,1,248.34822468738992,268.788504671247
26,20.5403860706179,241.6584526205408,1,248.24811860062908,268.788504671247
27,14.041932603247716,423.32676582446476,0,254.74657206799927,268.788504671247
28,71.41113797999421,252.5007487972426,0,197.37736669125277,268.788504671247
29,19.08558125572864,225.93201965301043,1,249.70292341551834,268.788504671247
30,3.8928539670824875,247.39235275162542,1,264.8956507041645,268.788504671247
31,5.11532468344501,238.8732493087891,1,263.673179987802,268.788504671247
32,1.8882562204349256,168.00684378198446,1,266.90024845081206,268.788504671247
33,1.9512896614005513,187.49820613316405,1,266.83721500984643,268.788504671247
34,1.7045040368240052,168.84001594301824,0,267.084000634423,268.788504671247
35,1.8797227849310048,186.10626377270282,1,266.908781886316,268.788504671247
36,3.371482115768913,21.251702760163635,0,265.41702255547807,268.788504671247
37,1.2506371129955483,354.8733675955718,0,267.53786755825143,268.788504671247
38,19.459818806201156,223.19394149310193,0,249.32868586504583,268.788504671247
39,23.141130194071053,232.62132739908188,1,245.64737447717593,268.788504671247
40,0.626192983264275,260.1567642963974,1,268.1623116879827,268.788504671247
41,0.34439295268066417,266.81702574333053,1,268.4441117185663,268.788504671247
42,71.43328052631603,268.1013570456929,1,197.35522414493096,268.788504671247
43,16.97472213280085,268.3001229121408,1,251.81378253844613,268.788504671247
44,17.755556611345668,261.679919675486,1,251.03294805990132,268.788504671247
45,2.029206338005963,260.14087450734445,1,266.759298333241,268.788504671247
46,0.11204827290367803,268.6715702870025,1,268.6764563983433,268.788504671247
